0.4	0.01592
0.401	0.01498
0.402	0.01498
0.403	0.01404
0.404	0.01404
0.405	0.01311
0.406	0.01311
0.407	0.01311
0.408	0.01311
0.409	0.01217
0.41	0.01217
0.411	0.01217
0.412	0.01217
0.413	0.01217
0.414	0.01217
0.415	0.01217
0.416	0.01217
0.417	0.01124
0.418	0.01124
0.419	0.0103
0.42	0.00936
0.421	0.00882
0.422	0.00785
0.423	0.00692
0.424	0.00611
0.425	0.00551
0.426	0.0052
0.427	0.00522
0.428	0.00565
0.429	0.00654
0.43	0.00795
0.431	0.0103
0.432	0.01217
0.433	0.01404
0.434	0.01592
0.435	0.01685
0.436	0.01779
0.437	0.01685
0.438	0.01498
0.439	0.01124
0.44	0.00665
0.441	2.71536E-4
0.442	0
0.443	0
0.444	0
0.445	0
0.446	0
0.447	0
0.448	0
0.449	0
0.45	0.01311
0.451	0.03558
0.452	0.06273
0.453	0.0927
0.454	0.12453
0.455	0.15824
0.456	0.19195
0.457	0.22472
0.458	0.25655
0.459	0.28652
0.46	0.31273
0.461	0.33614
0.462	0.35674
0.463	0.37547
0.464	0.39419
0.465	0.41386
0.466	0.43352
0.467	0.45599
0.468	0.48034
0.469	0.50843
0.47	0.5412
0.471	0.57772
0.472	0.61704
0.473	0.6573
0.474	0.6985
0.475	0.73876
0.476	0.77622
0.477	0.80993
0.478	0.83895
0.479	0.8633
0.48	0.88015
0.481	0.89045
0.482	0.89513
0.483	0.89513
0.484	0.89326
0.485	0.88951
0.486	0.8867
0.487	0.88483
0.488	0.88483
0.489	0.88951
0.49	0.89794
0.491	0.91292
0.492	0.92978
0.493	0.94944
0.494	0.96723
0.495	0.98315
0.496	0.99532
0.497	1
0.498	0.99813
0.499	0.98596
0.5	0.96442
0.501	0.92978
0.502	0.88577
0.503	0.83427
0.504	0.77622
0.505	0.71442
0.506	0.64981
0.507	0.58427
0.508	0.51873
0.509	0.45599
0.51	0.397
0.511	0.34363
0.512	0.29401
0.513	0.24906
0.514	0.2088
0.515	0.17322
0.516	0.14139
0.517	0.11423
0.518	0.09082
0.519	0.07022
0.52	0.05431
0.521	0.0412
0.522	0.0309
0.523	0.02341
0.524	0.01873
0.525	0.01592
0.526	0.01404
0.527	0.01311
0.528	0.01311
0.529	0.01311
0.53	0.01404
0.531	0.01404
0.532	0.01311
0.533	0.01311
0.534	0.01217
0.535	0.01124
0.536	0.0103
0.537	0.00904
0.538	0.00803
0.539	0.00711
0.54	0.0063
0.541	0.00566
0.542	0.00517
0.543	0.00481
0.544	0.00456
0.545	0.00441
0.546	0.00432
0.547	0.00429
0.548	0.00429
0.549	0.0043
0.55	0.00431
0.551	0.0043
0.552	0.00426
0.553	0.00421
0.554	0.00416
0.555	0.00409
0.556	0.00402
0.557	0.00395
0.558	0.00388
0.559	0.00381
0.56	0.00376
0.561	0.00372
0.562	0.00369
0.563	0.00367
0.564	0.00366
0.565	0.00366
0.566	0.00367
0.567	0.00369
0.568	0.00372
0.569	0.00375
0.57	0.00379
0.571	0.00384
0.572	0.0039
0.573	0.00396
0.574	0.00403
0.575	0.0041
0.576	0.00419
0.577	0.00428
0.578	0.00437
0.579	0.00448
0.58	0.00458
0.581	0.0047
0.582	0.00482
0.583	0.00496
0.584	0.00512
0.585	0.00529
0.586	0.00549
0.587	0.00571
0.588	0.00596
0.589	0.00624
0.59	0.00654
0.591	0.00689
0.592	0.00726
0.593	0.00763
0.594	0.00801
0.595	0.00836
0.596	0.00869
0.597	0.00897
0.598	0.00919
0.599	0.00936
0.6	0.00936
0.601	0.00936
0.602	0.00936
0.603	0.00923
0.604	0.00903
0.605	0.00877
0.606	0.00848
0.607	0.00816
0.608	0.00782
0.609	0.00746
0.61	0.00711
0.611	0.00676
0.612	0.00642
0.613	0.0061
0.614	0.00578
0.615	0.00548
0.616	0.0052
0.617	0.00493
0.618	0.00469
0.619	0.00447
0.62	0.00427
0.621	0.00409
0.622	0.00394
0.623	0.00382
0.624	0.00371
0.625	0.00361
0.626	0.00354
0.627	0.00347
0.628	0.00343
0.629	0.00338
0.63	0.00334
0.631	0.00331
0.632	0.00329
0.633	0.00327
0.634	0.00325
0.635	0.00323
0.636	0.00323
0.637	0.00322
0.638	0.00322
0.639	0.00323
0.64	0.00324
0.641	0.00325
0.642	0.00327
0.643	0.0033
0.644	0.00332
0.645	0.00335
0.646	0.00339
0.647	0.00343
0.648	0.00346
0.649	0.00351
0.65	0.00355
0.651	0.0036
0.652	0.00365
0.653	0.0037
0.654	0.00375
0.655	0.0038
0.656	0.00386
0.657	0.00391
0.658	0.00397
0.659	0.00403
0.66	0.00407
0.661	0.00413
0.662	0.00419
0.663	0.00426
0.664	0.00434
0.665	0.00445
0.666	0.00458
0.667	0.00474
0.668	0.00494
0.669	0.0052
0.67	0.0055
0.671	0.00585
0.672	0.00627
0.673	0.00677
0.674	0.00734
0.675	0.008
0.676	0.00875
0.677	0.00936
0.678	0.0103
0.679	0.01124
0.68	0.01311
0.681	0.01404
0.682	0.01592
0.683	0.01685
0.684	0.01779
0.685	0.01966
0.686	0.0206
0.687	0.02154
0.688	0.02154
0.689	0.02247
0.69	0.02247
0.691	0.02154
0.692	0.0206
0.693	0.01873
0.694	0.01779
0.695	0.01592
0.696	0.01404
0.697	0.01217
0.698	0.0103
0.699	0.00832
0.7	0.00665
0.701	0.00518
0.702	0.00392
0.703	0.00287
0.704	0.00201
0.705	0.00132
0.706	7.92135E-4
0.707	4.14794E-4
0.708	1.73221E-4
0.709	5.48689E-5
0.71	4.55993E-5
0.711	1.32022E-4
0.712	3.00562E-4
0.713	5.37453E-4
0.714	8.27715E-4
0.715	0.00116
0.716	0.00152
0.717	0.00188
0.718	0.00225
0.719	0.00258
0.72	0.00289
0.721	0.00316
0.722	0.00338
0.723	0.00355
0.724	0.00368
0.725	0.00378
0.726	0.00384
0.727	0.00387
0.728	0.00387
0.729	0.00385
0.73	0.00379
0.731	0.00373
0.732	0.00364
0.733	0.00355
0.734	0.00345
0.735	0.00333
0.736	0.00322
0.737	0.00311
0.738	0.003
0.739	0.0029
0.74	0.00281
0.741	0.00273
0.742	0.00268
0.743	0.00263
0.744	0.00259
0.745	0.00257
0.746	0.00256
0.747	0.00256
0.748	0.00256
0.749	0.00257
0.75	0.00258
0.751	0.0026
0.752	0.00263
0.753	0.00265
0.754	0.00268
0.755	0.00271
0.756	0.00273
0.757	0.00275
0.758	0.00277
0.759	0.00278
0.76	0.00279
0.761	0.00279
0.762	0.00278
0.763	0.00276
0.764	0.00273
0.765	0.00271
0.766	0.00267
0.767	0.00263
0.768	0.00259
0.769	0.00254
0.77	0.00249
0.771	0.00243
0.772	0.00238
0.773	0.00231
0.774	0.00226
0.775	0.00219
0.776	0.00213
0.777	0.00207
0.778	0.002
0.779	0.00194
0.78	0.00188
0.781	0.00183
0.782	0.00177
0.783	0.00171
0.784	0.00166
0.785	0.00161
0.786	0.00156
0.787	0.00152
0.788	0.00147
0.789	0.00143
0.79	0.00139
0.791	0.00135
0.792	0.00131
0.793	0.00127
0.794	0.00124
0.795	0.0012
0.796	0.00117
0.797	0.00113
0.798	0.0011
0.799	0.00108
0.8	0.00105
0.801	0.00102
0.802	9.92509E-4
0.803	9.64419E-4
0.804	9.45693E-4
0.805	9.19476E-4
0.806	8.97004E-4
0.807	8.75468E-4
0.808	8.55805E-4
0.809	8.36142E-4
0.81	8.17416E-4
0.811	7.99625E-4
0.812	7.82772E-4
0.813	7.66854E-4
0.814	7.50936E-4
0.815	7.36891E-4
0.816	7.22846E-4
0.817	7.09738E-4
0.818	6.97566E-4
0.819	6.8633E-4
0.82	6.75094E-4
0.821	6.63858E-4
0.822	6.54494E-4
0.823	6.45131E-4
0.824	6.35768E-4
0.825	6.27341E-4
0.826	6.18914E-4
0.827	6.11423E-4
0.828	6.02996E-4
0.829	5.96442E-4
0.83	5.88951E-4
0.831	5.82397E-4
0.832	5.75843E-4
0.833	5.69288E-4
0.834	5.6367E-4
0.835	5.57116E-4
0.836	5.51498E-4
0.837	5.4588E-4
0.838	5.40262E-4
0.839	5.34644E-4
0.84	5.29026E-4
0.841	5.23408E-4
0.842	5.1779E-4
0.843	5.13109E-4
0.844	5.07491E-4
0.845	5.01873E-4
0.846	4.96255E-4
0.847	4.91573E-4
0.848	4.85955E-4
0.849	4.80337E-4
0.85	4.74719E-4
0.851	4.69101E-4
0.852	4.62547E-4
0.853	4.56929E-4
0.854	4.50375E-4
