0.4	3.27119E-4
0.401	0
0.402	0
0.403	0
0.404	0
0.405	0
0.406	0
0.407	0
0.408	0
0.409	0
0.41	0
0.411	0
0.412	0
0.413	0
0.414	0
0.415	0
0.416	0
0.417	0
0.418	0
0.419	0
0.42	0
0.421	0
0.422	0
0.423	0
0.424	0
0.425	0
0.426	0
0.427	0
0.428	0
0.429	0
0.43	0
0.431	0
0.432	0
0.433	0
0.434	0
0.435	0
0.436	0
0.437	0
0.438	0
0.439	0
0.44	0
0.441	0
0.442	0
0.443	0
0.444	0
0.445	0
0.446	4.20339E-5
0.447	1.73729E-4
0.448	3.01695E-4
0.449	4.25424E-4
0.45	5.45763E-4
0.451	6.61017E-4
0.452	7.72034E-4
0.453	8.81356E-4
0.454	9.83051E-4
0.455	0.00108
0.456	0.00117
0.457	0.00125
0.458	0.00134
0.459	0.00142
0.46	0.00148
0.461	0.00155
0.462	0.00162
0.463	0.00167
0.464	0.00172
0.465	0.00177
0.466	0.00181
0.467	0.00185
0.468	0.00188
0.469	0.00191
0.47	0.00193
0.471	0.00195
0.472	0.00196
0.473	0.00197
0.474	0.00197
0.475	0.00197
0.476	0.00196
0.477	0.00195
0.478	0.00193
0.479	0.00191
0.48	0.00188
0.481	0.00186
0.482	0.00181
0.483	0.00178
0.484	0.00174
0.485	0.00169
0.486	0.00164
0.487	0.00158
0.488	0.00152
0.489	0.00146
0.49	0.00139
0.491	0.00131
0.492	0.00124
0.493	0.00116
0.494	0.00108
0.495	9.91525E-4
0.496	8.98305E-4
0.497	8.04237E-4
0.498	7.05932E-4
0.499	6.0339E-4
0.5	4.97458E-4
0.501	3.88136E-4
0.502	2.75424E-4
0.503	1.60169E-4
0.504	4.40678E-5
0.505	0
0.506	0
0.507	0
0.508	0
0.509	0
0.51	0
0.511	0
0.512	0
0.513	0
0.514	0
0.515	0
0.516	0
0.517	0
0.518	0
0.519	0
0.52	0
0.521	0
0.522	0
0.523	0
0.524	0
0.525	0
0.526	0
0.527	0
0.528	0
0.529	0
0.53	0
0.531	0
0.532	0
0.533	0
0.534	0
0.535	0
0.536	0
0.537	0
0.538	0
0.539	0
0.54	0
0.541	0
0.542	0
0.543	0
0.544	0
0.545	0
0.546	7.27966E-6
0.547	2.49153E-4
0.548	5.0678E-4
0.549	7.81356E-4
0.55	0.00108
0.551	0.00138
0.552	0.0017
0.553	0.00204
0.554	0.00239
0.555	0.00274
0.556	0.0031
0.557	0.00347
0.558	0.00384
0.559	0.00421
0.56	0.00458
0.561	0.00496
0.562	0.00532
0.563	0.00569
0.564	0.00604
0.565	0.00639
0.566	0.00672
0.567	0.00705
0.568	0.00736
0.569	0.00766
0.57	0.00794
0.571	0.0082
0.572	0.00845
0.573	0.00847
0.574	0.00847
0.575	0.00932
0.576	0.00932
0.577	0.00932
0.578	0.00932
0.579	0.00932
0.58	0.00932
0.581	0.00932
0.582	0.00932
0.583	0.00932
0.584	0.00932
0.585	0.00932
0.586	0.00932
0.587	0.00847
0.588	0.00847
0.589	0.00822
0.59	0.00786
0.591	0.00747
0.592	0.00702
0.593	0.00652
0.594	0.00597
0.595	0.00537
0.596	0.00473
0.597	0.00403
0.598	0.00328
0.599	0.00247
0.6	0.00162
0.601	7.08475E-4
0.602	0
0.603	0
0.604	0
0.605	0
0.606	0
0.607	0
0.608	0
0.609	0
0.61	0
0.611	0
0.612	0
0.613	0
0.614	0
0.615	0
0.616	0
0.617	0
0.618	0
0.619	1.67797E-5
0.62	0.00213
0.621	0.00454
0.622	0.00711
0.623	0.00932
0.624	0.01186
0.625	0.01356
0.626	0.01441
0.627	0.01441
0.628	0.01356
0.629	0.01102
0.63	0.00703
0.631	0.00142
0.632	0
0.633	0
0.634	0
0.635	0
0.636	0
0.637	0
0.638	0.01441
0.639	0.03898
0.64	0.07373
0.641	0.11949
0.642	0.17542
0.643	0.23898
0.644	0.30847
0.645	0.3822
0.646	0.45847
0.647	0.5339
0.648	0.60678
0.649	0.67458
0.65	0.73559
0.651	0.78729
0.652	0.82966
0.653	0.86356
0.654	0.88983
0.655	0.91017
0.656	0.92542
0.657	0.93475
0.658	0.94153
0.659	0.94576
0.66	0.94831
0.661	0.95085
0.662	0.95254
0.663	0.95424
0.664	0.95508
0.665	0.95424
0.666	0.95254
0.667	0.94831
0.668	0.94322
0.669	0.93475
0.67	0.92458
0.671	0.91102
0.672	0.89661
0.673	0.88051
0.674	0.86525
0.675	0.85085
0.676	0.83898
0.677	0.83051
0.678	0.82712
0.679	0.82881
0.68	0.83729
0.681	0.85424
0.682	0.87542
0.683	0.90169
0.684	0.92797
0.685	0.95339
0.686	0.97542
0.687	0.99153
0.688	1
0.689	0.99661
0.69	0.98136
0.691	0.95
0.692	0.90593
0.693	0.85085
0.694	0.78729
0.695	0.71695
0.696	0.64322
0.697	0.5678
0.698	0.49322
0.699	0.42203
0.7	0.35763
0.701	0.3
0.702	0.25085
0.703	0.20932
0.704	0.17373
0.705	0.14407
0.706	0.12034
0.707	0.1
0.708	0.0839
0.709	0.07119
0.71	0.06017
0.711	0.05085
0.712	0.04322
0.713	0.03729
0.714	0.0322
0.715	0.02797
0.716	0.02458
0.717	0.02203
0.718	0.02034
0.719	0.01864
0.72	0.0178
0.721	0.0161
0.722	0.01525
0.723	0.01441
0.724	0.01356
0.725	0.01271
0.726	0.01186
0.727	0.01102
0.728	0.01017
0.729	0.00932
0.73	0.00847
0.731	0.00824
0.732	0.00775
0.733	0.0073
0.734	0.00689
0.735	0.00653
0.736	0.00619
0.737	0.0059
0.738	0.00564
0.739	0.00539
0.74	0.00518
0.741	0.00498
0.742	0.00481
0.743	0.00465
0.744	0.00452
0.745	0.00439
0.746	0.00429
0.747	0.00419
0.748	0.00412
0.749	0.00406
0.75	0.004
0.751	0.00397
0.752	0.00393
0.753	0.00391
0.754	0.00389
0.755	0.00389
0.756	0.00388
0.757	0.00388
0.758	0.00389
0.759	0.0039
0.76	0.00391
0.761	0.00392
0.762	0.00392
0.763	0.00393
0.764	0.00394
0.765	0.00396
0.766	0.00397
0.767	0.00397
0.768	0.00398
0.769	0.004
0.77	0.00401
0.771	0.00402
0.772	0.00403
0.773	0.00405
0.774	0.00406
0.775	0.00408
0.776	0.00409
0.777	0.00411
0.778	0.00413
0.779	0.00414
0.78	0.00416
0.781	0.00418
0.782	0.0042
0.783	0.00422
0.784	0.00424
0.785	0.00426
0.786	0.00428
0.787	0.00431
0.788	0.00432
0.789	0.00435
0.79	0.00436
0.791	0.00439
0.792	0.00442
0.793	0.00444
0.794	0.00446
0.795	0.00448
0.796	0.00451
0.797	0.00453
0.798	0.00456
0.799	0.00458
0.8	0.00461
0.801	0.00464
0.802	0.00466
0.803	0.00469
0.804	0.00471
0.805	0.00474
0.806	0.00477
0.807	0.0048
0.808	0.00482
0.809	0.00485
0.81	0.00488
0.811	0.00491
0.812	0.00493
0.813	0.00496
0.814	0.00499
0.815	0.00502
0.816	0.00504
0.817	0.00507
0.818	0.00509
0.819	0.00512
0.82	0.00514
0.821	0.00517
0.822	0.00519
0.823	0.00521
0.824	0.00523
0.825	0.00525
0.826	0.00526
0.827	0.00528
0.828	0.0053
0.829	0.00531
0.83	0.00531
0.831	0.00532
0.832	0.00533
0.833	0.00534
0.834	0.00534
0.835	0.00534
0.836	0.00535
0.837	0.00535
0.838	0.00534
0.839	0.00534
0.84	0.00534
0.841	0.00534
0.842	0.00533
0.843	0.00533
0.844	0.00533
0.845	0.00532
0.846	0.00532
0.847	0.00532
0.848	0.00531
0.849	0.00531
0.85	0.00531
0.851	0.00531
0.852	0.00531
0.853	0.00531
0.854	0.00531
0.855	0.00531
0.856	0.00531
0.857	0.00531
0.858	0.00531
0.859	0.00531
0.86	0.00531
0.861	0.00531
0.862	0.00531
0.863	0.00531
0.864	0.0053
0.865	0.0053
0.866	0.00528
0.867	0.00527
0.868	0.00526
0.869	0.00525
0.87	0.00523
0.871	0.00521
0.872	0.00519
0.873	0.00517
0.874	0.00515
0.875	0.00513
0.876	0.00509
0.877	0.00507
0.878	0.00503
0.879	0.005
0.88	0.00497
0.881	0.00492
0.882	0.00489
0.883	0.00485
0.884	0.0048
0.885	0.00475
0.886	0.0047
0.887	0.00466
0.888	0.00461
0.889	0.00455
0.89	0.0045
0.891	0.00444
0.892	0.00438
0.893	0.00432
0.894	0.00426
0.895	0.0042
0.896	0.00414
0.897	0.00408
0.898	0.00402
0.899	0.00396
0.9	0.00389
0.901	0.00383
0.902	0.00376
0.903	0.00369
0.904	0.00364
0.905	0.00357
0.906	0.00351
0.907	0.00344
0.908	0.00338
0.909	0.00332
0.91	0.00326
0.911	0.0032
0.912	0.00314
0.913	0.00308
0.914	0.00303
0.915	0.00297
0.916	0.00291
0.917	0.00286
0.918	0.0028
0.919	0.00274
0.92	0.00268
0.921	0.00263
0.922	0.00257
0.923	0.00251
0.924	0.00246
0.925	0.0024
0.926	0.00234
0.927	0.00228
0.928	0.00223
0.929	0.00217
0.93	0.00211
0.931	0.00206
0.932	0.002
0.933	0.00194
0.934	0.00189
0.935	0.00183
0.936	0.00178
0.937	0.00173
0.938	0.00167
0.939	0.00163
0.94	0.00158
0.941	0.00153
0.942	0.00147
0.943	0.00143
0.944	0.00139
0.945	0.00135
0.946	0.00131
0.947	0.00126
0.948	0.00123
0.949	0.00119
0.95	0.00115
0.951	0.00112
0.952	0.00109
0.953	0.00106
0.954	0.00103
0.955	1E-3
0.956	9.74576E-4
0.957	9.49153E-4
0.958	9.23729E-4
0.959	8.98305E-4
0.96	8.72881E-4
0.961	8.47458E-4
